Name,Team,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,xwOBA,wRC+,BsR,Off,Def,WAR,NameASCII,PlayerId,MLBAMID
"Travis Jankowski","TEX",104,207,1,19,12,11,0.057971014,0.212560386,0.042105263,0.255172413,0.2,0.265700483,0.242105263,0.2338507886670062,0.24140353364069106,49.744588123400355,1.7867150232195854,-10.116349546859709,0.8431074619293213,-0.24871641761211943,"Travis Jankowski",13768,608671
"Brett Harris","OAK",36,123,3,15,12,0,0.138211382,0.203252032,0.116504855,0.157894736,0.145631067,0.276422764,0.262135922,0.2520583286518004,0.2736634975526391,65.06386404492507,-1.438676655991003,-6.355511128381802,-0.2951585650444031,-0.2655744458220142,"Brett Harris",29788,695391
"Riley Adams","WSN",41,130,2,10,8,1,0.076923076,0.269230769,0.112068965,0.296296296,0.224137931,0.292307692,0.336206896,0.2749977846478307,0.28382607393486553,74.58469660315488,-0.4197997525334358,-4.370735210703849,-2.5688782930374146,-0.2677750781507326,"Riley Adams",19864,656180
"Grant McCray","SFG",37,130,5,13,10,5,0.046153846,0.43076923,0.177419355,0.317460317,0.201612903,0.238461538,0.379032258,0.26578196057906517,0.2515598883995643,70.92311519630272,1.754302255809307,-2.765844263406536,-4.182861924171448,-0.2687141498932434,"Grant McCray",25690,687529
"Jeimer Candelario","CIN",112,463,20,47,56,4,0.058315334,0.246220302,0.203747073,0.256756756,0.224824355,0.27861771,0.428571428,0.30352834692765107,0.2803461236188313,88.64959390181794,-0.8204117193818092,-7.104664927532397,-11.009218692779541,-0.27187059153405824,"Jeimer Candelario",13621,600869
"Curtis Mead","TBR",38,132,1,10,7,2,0.045454545,0.227272727,0.049180327,0.304347826,0.237704918,0.282442748,0.286885245,0.25519760009896664,0.2796348979454914,67.35203401329048,0.20502614229917526,-4.725981412231094,-2.420251041650772,-0.2859288264667102,"Curtis Mead",23986,678554
"Brooks Lee","MIN",50,185,3,9,27,3,0.059459459,0.145945945,0.098837209,0.243055555,0.220930232,0.264864864,0.319767441,0.25221581700069656,0.2738141699151678,61.088001074093825,0.03685065358877182,-8.199994033293956,-0.7684787511825562,-0.29259350895878067,"Brooks Lee",31595,686797
"Keibert Ruiz","WSN",127,485,13,46,57,3,0.03298969,0.111340206,0.130718955,0.231738035,0.228758169,0.259793814,0.359477124,0.26848829947796066,0.27854764954117706,70.20336688369098,-1.1556384414434433,-18.43669201360187,-0.7125637531280518,-0.30282829246298526,"Keibert Ruiz",19610,660688
"Vidal Bruján","MIA",102,278,2,32,16,5,0.089928057,0.194244604,0.096774194,0.276041666,0.221774193,0.303249097,0.318548387,0.2755701622388659,0.26222215030656193,73.2942113998124,-1.0411817952990532,-9.919107108805852,-2.3670815229415894,-0.30886489219406965,"Vidal Brujan",20536,660644
"Tyler Wade","SDP",90,156,0,28,8,8,0.07051282,0.185897435,0.02173913,0.275229357,0.217391304,0.284768211,0.239130434,0.2423201957285799,0.28074057370621636,56.20313819219047,1.6752371191978455,-6.494891164749882,-1.8229691088199615,-0.32033078560385325,"Tyler Wade",15730,642180
"Alex Kirilloff","MIN",57,178,5,20,20,0,0.084269662,0.264044943,0.182389937,0.245454545,0.201257861,0.269662921,0.383647798,0.28212288122498586,0.31169581009169756,82.12524080151861,0.11773842573165894,-3.522801594262586,-5.552748441696167,-0.32762815025584285,"Alex Kirilloff",20325,666135
"Ben Rice","NYY",50,178,7,20,23,0,0.11235955,0.269662921,0.177631579,0.186274509,0.171052631,0.264044943,0.34868421,0.2687584282307143,0.34206075346871706,74.22975222052222,-0.46709422767162323,-5.715703024277249,-3.3799247443675995,-0.3297017329029213,"Ben Rice",29576,700250
"Jake Cave","COL",123,346,7,42,37,5,0.052023121,0.283236994,0.145510836,0.334841628,0.250773993,0.289855072,0.396284829,0.2951570868838665,0.277068467168083,74.57207127334158,0.5033211186528206,-10.017469285033247,-4.750888526439667,-0.33039148557724696,"Jake Cave",14477,595909
"Addison Barger","TOR",69,225,7,20,28,2,0.062222222,0.266666666,0.153846154,0.239436619,0.197115384,0.25,0.350961538,0.2624712219195707,0.29121632618947074,69.14648224133036,0.533726766705513,-7.409424125167488,-3.2968814969062805,-0.33506753383622356,"Addison Barger",24598,680718
"Seth Brown","OAK",124,400,14,32,44,4,0.0625,0.28,0.147849463,0.291497975,0.231182795,0.2825,0.379032258,0.28913666382431985,0.29394150736337915,91.145522206631,-0.6559691168367863,-4.708520702708284,-11.911754131317139,-0.34645020005660326,"Seth Brown",18171,664913
"James Outman","LAD",53,156,4,12,11,2,0.102564102,0.352564102,0.117647059,0.207792207,0.147058823,0.256410256,0.264705882,0.24168985317914915,0.2823773408547426,52.50324401801859,-0.258915203390643,-9.119243853124054,0.5049586445093155,-0.3509448798883189,"James Outman",24770,681546
"Michael Stefanic","LAA",40,124,0,8,8,0,0.080645161,0.161290322,0.036363636,0.266666666,0.218181818,0.300813008,0.254545454,0.2577551385251487,0.25370639707983994,64.13515821275682,-0.40300021320581436,-5.491575587683386,-2.118353247642517,-0.3612194169583757,"Michael Stefanic",25353,683021
"Garrett Cooper","- - -",36,116,1,6,11,0,0.060344827,0.301724137,0.093457944,0.295774647,0.205607476,0.267241379,0.29906542,0.2534630134187896,0.32138189776190396,58.36471176638984,-0.3188139945268631,-5.80582026721082,-1.5657742321491241,-0.3628500212960939,"Garrett Cooper",15279,643265
"Korey Lee","CHW",125,394,12,36,37,6,0.043147208,0.30964467,0.137931035,0.275720164,0.209549071,0.243654822,0.347480106,0.25713620890820693,0.25516605377197266,64.58528991861436,0.8966345265507698,-15.068975609917587,-1.6793093085289001,-0.38022160168862407,"Korey Lee",25543,686676
"Daz Cameron","OAK",66,186,5,22,15,5,0.069892473,0.274193548,0.129411764,0.25,0.2,0.258064516,0.329411764,0.2584324296443693,0.28201556462113575,69.54753685285596,0.5078746303915977,-5.973109796445919,-3.8829585313796997,-0.3808372263427898,"Daz Cameron",18353,663662
"Miles Mastrobuoni","CHC",50,106,0,9,4,2,0.066037735,0.160377358,0.030612244,0.231707317,0.193877551,0.245283018,0.224489795,0.21410023435106817,0.28978843688964845,35.7085894675935,0.8390776142477989,-7.310218595682258,0.04728972911834717,-0.3840461914520039,"Miles Mastrobuoni",20017,670156
"Mitch Garver","SEA",114,430,15,37,51,0,0.123255813,0.309302325,0.16893733,0.216216216,0.171662125,0.286046511,0.340599455,0.28132105885550035,0.2853433391153118,88.58002441806491,-2.0329854264855385,-7.651729335254677,-10.329425275325775,-0.38424471987657965,"Mitch Garver",15161,641598
"Curt Casali","SFG",41,125,1,12,8,0,0.104,0.176,0.055555556,0.235294117,0.194444444,0.292682926,0.25,0.2536676017249503,0.26484624350943214,62.76932129483447,-0.2421444458886981,-5.807235195588805,-2.362910509109497,-0.41212828269289253,"Curt Casali",12510,592200
"J.D. Davis","- - -",46,157,4,13,6,0,0.076433121,0.248407643,0.11971831,0.272727272,0.218309859,0.29299363,0.338028169,0.2821557669882562,0.28359711475861377,85.87330557451975,-0.8569718226790428,-3.3947041428662637,-5.879980266094208,-0.4201221338028489,"J.D. Davis",16219,605204
"Rowdy Tellez","PIT",132,421,13,38,56,1,0.073634204,0.211401425,0.148825065,0.279720279,0.242819843,0.29928741,0.391644908,0.3009369958041683,0.30183915637788317,90.29995942444324,-2.3485118076205254,-7.231851451063381,-10.991919755935669,-0.42825924620142664,"Rowdy Tellez",15679,642133
"Bryan Ramos","CHW",32,108,3,13,11,0,0.064814814,0.203703703,0.131313131,0.226666666,0.202020202,0.252336448,0.333333333,0.2565679639299339,0.2823543726840866,64.1855747963883,-0.6057842373847961,-5.031539029661737,-2.747550845146179,-0.4334921470473498,"Bryan Ramos",25621,682868
"Victor Scott II","STL",53,155,2,14,10,5,0.038709677,0.270967741,0.103448276,0.233009708,0.179310344,0.219354838,0.28275862,0.22058107429935087,0.245523686562815,39.850755410384465,0.8739915564656258,-10.274680995926985,0.780449241399765,-0.4452770878369256,"Victor Scott II",31349,687363
"Tyler Nevin","OAK",87,278,7,22,20,1,0.089928057,0.230215827,0.126530612,0.242937853,0.204081632,0.287769784,0.330612244,0.2763216570555735,0.2961972045898438,82.13118474171405,-0.6679464504122734,-6.351842963028176,-7.216994524002075,-0.4491711641059546,"Tyler Nevin",17893,663527
"DJ LeMahieu","NYY",67,228,2,19,26,0,0.083333333,0.153508771,0.054726368,0.229411764,0.203980099,0.268722466,0.258706467,0.23860481394545097,0.29949198315322134,53.01908414524544,-2.1854756623506546,-14.441847637377126,2.408421039581299,-0.46185416972195414,"DJ LeMahieu",9874,518934
"Luis Campusano","SDP",91,299,8,37,40,0,0.066889632,0.137123745,0.133574007,0.240174672,0.227436823,0.280936454,0.36101083,0.28173693944777933,0.288568387529264,82.73330858120588,-0.5345753878355026,-6.708219640873153,-7.791909694671631,-0.46499580442066146,"Luis Campusano",22217,669134
"Nelson Velázquez","KCR",64,230,8,31,27,2,0.082608695,0.265217391,0.165853658,0.237410071,0.2,0.273913043,0.365853658,0.2801629683245783,0.3044567937436311,78.11244086345947,0.49418701231479645,-5.2659229706522686,-6.894912123680115,-0.4681623597247837,"Nelson Velazquez",23359,676369
"Darell Hernaiz","OAK",48,135,1,8,12,1,0.081481481,0.2,0.05,0.234042553,0.191666666,0.261194029,0.241666666,0.23034390273378857,0.27075098521673857,49.789493409454366,-0.7334424778819084,-8.489374232419411,-0.561526894569397,-0.472363277266659,"Darell Hernaiz",26224,687231
"Nick Martini","CIN",52,163,5,23,24,1,0.055214723,0.233128834,0.157534246,0.245283018,0.212328767,0.271604938,0.369863013,0.2787828073825365,0.2764687950228467,71.99414957651126,-0.9229799285531044,-6.3817858470263005,-3.985898330807686,-0.5078586587890435,"Nick Martini",12005,605361
"Mitch Haniger","SEA",121,423,12,42,44,0,0.094562647,0.29787234,0.12631579,0.275720164,0.207894736,0.286052009,0.334210526,0.27694654563358206,0.2921294442850267,85.50290248292211,-1.5870570465922356,-8.603662150403482,-10.364368438720703,-0.5101429761982491,"Mitch Haniger",14274,571745
"Adam Frazier","KCR",104,294,4,35,22,3,0.074829931,0.200680272,0.091603053,0.246231155,0.202290076,0.281786941,0.293893129,0.26130598209977557,0.2864990496553506,64.84805166186945,0.17737317830324173,-11.64765921454687,-3.0741471648216248,-0.5134450115946375,"Adam Frazier",15223,624428
"Justyn-Henry Malloy","DET",71,230,8,18,21,1,0.1,0.369565217,0.163366336,0.297297297,0.202970297,0.291304347,0.366336633,0.29052726159925046,0.2665265845419538,88.15809682739986,-0.76279666274786,-3.8792092447222526,-8.79478669166565,-0.5211604464053262,"Justyn-Henry Malloy",29606,669234
"Sean Bouchard","COL",31,108,1,14,8,4,0.111111111,0.305555555,0.10989011,0.27118644,0.186813186,0.289719626,0.296703296,0.2661316188696389,0.2582612795250438,55.035941715706585,0.49624423682689667,-5.310738593718266,-3.434753656387329,-0.5302553186159278,"Sean Bouchard",21270,656248
"Robbie Grossman","- - -",87,245,3,21,16,3,0.13877551,0.236734693,0.081730769,0.275167785,0.211538461,0.322448979,0.29326923,0.283393846725931,0.29154549423529175,83.40750199250228,-0.1775081679224968,-4.828905783440749,-8.554056599736214,-0.5430038645113229,"Robbie Grossman",5254,543257
"Nick Senzel","- - -",74,267,7,25,18,1,0.104868913,0.228464419,0.13559322,0.232142857,0.194915254,0.283018867,0.330508474,0.2733363888480447,0.29822245511141693,72.92403722743256,-0.7370731085538864,-9.163666074567836,-5.061941981315613,-0.5480524437759845,"Nick Senzel",19293,669222
"Ryan Noda","OAK",36,111,1,8,4,0,0.126126126,0.333333333,0.07368421,0.210526315,0.136842105,0.254545454,0.210526315,0.2226282136006789,0.25022959927900124,44.36212010600295,-0.9693999961018562,-8.03581531339643,-1.2201215028762817,-0.5757421407352394,"Ryan Noda",23312,676116
"Chris Taylor","LAD",87,246,4,28,23,5,0.113821138,0.308943089,0.098591549,0.288888888,0.201877934,0.297959183,0.300469483,0.2719940883772714,0.2966818361866231,72.9000715449808,-1.1370162442326546,-9.108965687280083,-4.753534436225891,-0.5821692131028019,"Chris Taylor",13757,621035
"Nick Allen","OAK",41,105,1,6,4,0,0.047619047,0.19047619,0.072164949,0.210526315,0.175257731,0.215686274,0.24742268,0.20679978237432592,0.22040838353774128,33.22807833845942,-0.5774252638220787,-8.599538382819343,-0.5876555442810059,-0.5891933419650031,"Nick Allen",22277,669397
"Corey Julks","CHW",66,189,3,17,14,5,0.079365079,0.264550264,0.092485549,0.280991735,0.213872832,0.275132275,0.306358381,0.2596460650206874,0.26502098608269264,66.35077396357492,-0.3031943440437317,-7.580028732584336,-4.43459689617157,-0.5934927181923395,"Corey Julks",20311,667452
"Will Benson","CIN",128,388,14,41,43,16,0.103092783,0.396907216,0.189504373,0.282485875,0.186588921,0.273901808,0.376093294,0.2849717613030466,0.26818766828039203,76.15973979397307,-1.618462212383747,-12.679706942589196,-6.078122854232788,-0.5973753802712733,"Will Benson",21853,666181
"Enmanuel Valdez","BOS",76,223,6,23,28,1,0.076233183,0.237668161,0.149253731,0.253424657,0.213930348,0.27027027,0.363184079,0.27526581233686154,0.30422276285439054,72.99157530419471,-0.20526635646820068,-7.096702312891943,-6.168147683143616,-0.6061584580766481,"Enmanuel Valdez",21716,665839
"Harold Ramírez","- - -",73,246,2,28,29,6,0.020325203,0.203252032,0.06302521,0.320855614,0.260504201,0.280487804,0.323529411,0.26506198252119667,0.2510166246704604,72.17527193132197,0.5761743262410164,-7.351175729584995,-6.732057487592101,-0.6097303731188671,"Harold Ramirez",14387,623912
"Jordan Walker","STL",51,178,5,16,20,1,0.056179775,0.280898876,0.164634146,0.252252252,0.201219512,0.252808988,0.365853658,0.2679954958095979,0.27799265572194304,71.76391116278968,0.4452473446726799,-5.564909784318571,-6.657741069793701,-0.6476355076447717,"Jordan Walker",27475,691023
"Wilmer Flores","SFG",71,242,4,19,26,0,0.082644628,0.136363636,0.112149533,0.219780219,0.205607476,0.276859504,0.317757009,0.26221476254126835,0.284725284576416,68.5221463991767,-1.036652848124504,-10.145884815481013,-4.2340909615159035,-0.6494262298267071,"Wilmer Flores",5827,527038
"Christian Encarnacion-Strand","CIN",29,123,2,13,16,0,0.032520325,0.284552845,0.103448276,0.24691358,0.189655172,0.219512195,0.293103448,0.223142795931033,0.29863701492059425,34.54460796112542,0.14176403731107712,-9.485698208112543,-0.9245835542678833,-0.6503911017540493,"Christian Encarnacion-Strand",30011,687952
"Vaughn Grissom","BOS",31,114,0,10,6,2,0.061403508,0.210526315,0.028571429,0.243902439,0.19047619,0.245614035,0.219047619,0.2131274347765404,0.2873957115307189,29.282171559107674,0.4855884090065956,-8.738838093419353,-1.4856106340885162,-0.6654924466313781,"Vaughn Grissom",26031,687093
"Nick Gordon","MIA",95,275,8,29,32,5,0.04,0.243636363,0.142307693,0.271276595,0.226923076,0.258181818,0.369230769,0.27081109805540604,0.2629803388546675,70.09103498882058,-2.845247410237789,-12.680722955468605,-3.16400408744812,-0.6867426395344614,"Nick Gordon",16337,624503
"Luke Maile","CIN",55,154,2,8,8,2,0.084415584,0.337662337,0.074074074,0.268292682,0.177777777,0.267973856,0.251851851,0.2407010914453494,0.2380483024998715,46.3625443958036,0.09568179026246071,-9.781889510366687,-2.095837414264679,-0.6948923840159842,"Luke Maile",13355,571912
"Henry Davis","PIT",37,122,1,9,5,0,0.106557377,0.368852459,0.067307692,0.233333333,0.144230769,0.241666666,0.211538461,0.213028284907341,0.22629079818725586,31.13137118726929,-0.19334096694365144,-10.240483218979815,-0.6107498109340668,-0.6993848740521751,"Henry Davis",29617,680779
"Kyle Stowers","- - -",69,209,3,15,24,0,0.062200956,0.354066985,0.125,0.318965517,0.208333333,0.267942583,0.333333333,0.26510951849832487,0.28757827098552996,67.58570653494415,-0.1516113430261612,-8.291164722746693,-5.748042166233063,-0.7292352501485752,"Kyle Stowers",26151,669065
"Javier Báez","DET",80,289,6,25,37,8,0.041522491,0.238754325,0.110294118,0.22,0.183823529,0.221453287,0.294117647,0.22425897564325067,0.26532457258317854,41.54363117718493,0.6131656095385551,-18.716987082379276,2.007725477218628,-0.735830550594597,"Javier Baez",12979,595879
"Kris Bryant","COL",37,155,2,9,15,0,0.083870967,0.309677419,0.082706767,0.321428571,0.218045112,0.322580645,0.300751879,0.2870278969887764,0.2901757271059098,69.10056924928288,-0.6007767990231514,-6.327991460577691,-6.449504852294922,-0.7843651970569121,"Kris Bryant",15429,592178
"Trey Lipscomb","WSN",61,211,1,20,10,11,0.075829383,0.189573459,0.031578947,0.246666666,0.2,0.267942583,0.231578947,0.23089755608134294,0.26723788334773135,44.90221987706353,0.03834839165210724,-13.86366944089613,-0.8570020198822021,-0.7916656289168474,"Trey Lipscomb",31567,702358
"Dominic Fletcher","CHW",72,241,1,14,17,0,0.045643153,0.2406639,0.049327355,0.272727272,0.206278026,0.25210084,0.255605381,0.2268369610299541,0.24433707386129516,43.27218019994826,-0.47269871085882187,-16.11565179389687,0.33074724674224854,-0.8047715383058337,"Dominic Fletcher",26149,666150
"Luis Matos","SFG",45,156,5,14,25,0,0.032051282,0.153846153,0.133333333,0.221311475,0.213333333,0.237179487,0.346666666,0.24951254629319713,0.2671388687626008,59.97268417621521,-0.04162679612636566,-7.5085614495151445,-5.566406071186066,-0.8116340214903289,"Luis Matos",26467,682641
"Gavin Sheets","CHW",139,501,10,35,45,2,0.085828343,0.211576846,0.124168514,0.281065088,0.232815964,0.303393213,0.356984478,0.29067656069337006,0.3080020344233369,88.1782583141408,-2.8573041036725044,-9.634106131564966,-14.937917709350586,-0.8217501361314383,"Gavin Sheets",19901,657757
"Ty France","- - -",140,535,13,46,51,1,0.071028037,0.213084112,0.131524008,0.277310924,0.233820459,0.304672897,0.365344467,0.29612975432493976,0.30336163244514824,93.41994398754231,-3.6425655484199524,-7.8407644717321086,-18.19006323814392,-0.8504601696297429,"Ty France",17982,664034
"Nolan Jones","COL",79,297,3,28,28,5,0.121212121,0.306397306,0.09375,0.333333333,0.2265625,0.320945945,0.3203125,0.28689563558215186,0.2866892652446721,69.01154825661446,-0.4317273050546646,-11.437425828160595,-6.7289018630981445,-0.8505390998724305,"Nolan Jones",20529,666134
"Edward Olivares","PIT",55,196,5,22,23,1,0.081632653,0.18877551,0.109195402,0.25,0.224137931,0.290816326,0.333333333,0.2764471270600144,0.33234428872867505,73.81659907343193,0.2716681510210037,-5.86515222239767,-9.554564714431763,-0.9156613564917806,"Edward Olivares",19698,658668
"Eloy Jiménez","- - -",98,349,6,25,23,3,0.063037249,0.200573065,0.098765433,0.285140562,0.23765432,0.28939828,0.336419753,0.27594698914166155,0.2996026899354259,78.25903910253774,-2.5405579954385757,-11.222357842699896,-9.360062085092068,-0.9303334410001844,"Eloy Jimenez",17484,650391
"Christopher Morel","- - -",152,611,21,56,60,8,0.099836333,0.260229132,0.14953271,0.233333333,0.196261682,0.288052373,0.345794392,0.28043045436865405,0.31619196079511813,81.47147845562696,-2.254347398877144,-15.38706873265866,-14.512944459915161,-0.9833793348717867,"Christopher Morel",21897,666624
"Jordan Beck","COL",55,184,3,14,13,7,0.065217391,0.353260869,0.088235294,0.281553398,0.188235294,0.244565217,0.276470588,0.23090429742479585,0.26679795583089194,31.325539686097112,1.6948040202260017,-13.415540362642572,-2.2722295224666595,-0.9847851747434149,"Jordan Beck",31431,687597
"Joey Meneses","WSN",76,313,3,19,42,2,0.067092651,0.201277955,0.071174378,0.280542986,0.231316725,0.290734824,0.302491103,0.26377744093919414,0.27450348096645144,67.03263617588905,-0.1444893777370453,-12.483770049270806,-7.598263621330261,-0.9931356395166421,"Joey Meneses",14366,608841
"Miguel Vargas","- - -",72,237,5,22,16,3,0.105485232,0.240506329,0.106796117,0.176870748,0.150485436,0.248945147,0.257281553,0.23278702990415226,0.25979261760470235,46.25776289134475,0.5865361168980598,-13.969232988868928,-3.591770552098751,-0.9996482380971126,"Miguel Vargas",20178,678246
"Adam Duvall","ATL",104,330,11,29,30,0,0.063636363,0.3,0.141914192,0.226804123,0.181518151,0.245454545,0.323432343,0.2519425843701218,0.2833748788544626,58.34879184807089,-0.24436265230178833,-16.680616025342033,-4.347566783428192,-1.0321452233700863,"Adam Duvall",10950,594807
"Bryan De La Cruz","- - -",149,622,21,61,68,5,0.046623794,0.273311897,0.150684931,0.288944723,0.232876712,0.2705314,0.383561643,0.28260191400204937,0.3018113846540066,78.05682974820465,-2.6042511239647865,-18.925411856433517,-12.42226567864418,-1.0895478628158572,"Bryan De La Cruz",19600,650559
"Dylan Carlson","- - -",96,265,3,19,25,2,0.083018867,0.283018867,0.068085106,0.2875,0.208510638,0.286792452,0.276595744,0.2569000374596074,0.25017675723669663,66.64570373731213,0.28903408348560333,-10.173115167051606,-9.28151935338974,-1.0976792614134863,"Dylan Carlson",20126,666185
"Jack Suwinski","PIT",88,277,9,29,26,9,0.097472924,0.285198555,0.141700405,0.225,0.182186234,0.264492753,0.323886639,0.259556310020224,0.29187349871401386,62.44792140518886,1.3061409294605255,-11.132560249072009,-9.056224703788757,-1.1284804246113809,"Jack Suwinski",22244,669261
"Hunter Goodman","COL",70,224,13,24,36,1,0.035714285,0.285714285,0.227488152,0.198529411,0.189573459,0.227678571,0.417061611,0.2744614915656192,0.2818082576423749,60.642517020797605,-0.27568698674440384,-10.818017289633573,-8.746361136436462,-1.2470194422049885,"Hunter Goodman",29715,696100
"Tim Anderson","MIA",65,241,0,16,9,4,0.029045643,0.282157676,0.012820513,0.301204819,0.213675213,0.236514522,0.226495726,0.20758363814769445,0.23011215527852377,27.53462047203313,-1.3994651138782501,-22.283234947083713,0.528376579284668,-1.4145406863054932,"Tim Anderson",15172,641313
"Noelvi Marte","CIN",66,242,4,24,18,9,0.037190082,0.309917355,0.091703057,0.291390728,0.209606986,0.247933884,0.301310043,0.24260779771923033,0.26776756727991025,47.64588841549811,1.0384625867009163,-14.112054119928056,-7.94241338968277,-1.4420303117067006,"Noelvi Marte",26517,682622
"Martín Maldonado","CHW",48,147,4,9,11,0,0.054421768,0.346938775,0.111111111,0.15,0.118518518,0.173611111,0.229629629,0.18146122909254497,0.22248082690768772,11.353963707158234,-1.4279661029577255,-16.338124717459827,-3.131981134414673,-1.5073334638594358,"Martin Maldonado",6887,455117
"José Abreu","HOU",35,120,2,10,7,0,0.033333333,0.233333333,0.07079646,0.142857142,0.123893805,0.166666666,0.194690265,0.16351773738861083,0.19801589647928874,-0.3600402668562702,-0.7353532910346985,-14.515304514566758,-4.180807113647461,-1.5198757460955745,"Jose Abreu",15676,547989
"Elehuris Montero","COL",67,247,4,23,28,0,0.080971659,0.226720647,0.098214286,0.251497005,0.205357142,0.267206477,0.303571428,0.2540091618835202,0.2688446044921875,46.876697216304,-2.3520191609859467,-18.042754815695254,-8.476448774337769,-1.8858714846553026,"Elehuris Montero",20543,660707
"Eddie Rosario","- - -",91,319,10,33,35,9,0.050156739,0.24137931,0.141414141,0.196261682,0.175084175,0.214511041,0.316498316,0.23036869880904912,0.25741355125836396,44.314561888623146,2.0433560614474118,-19.198556084145874,-10.69927304983139,-1.986168749894263,"Eddie Rosario",12155,592696
"Brandon Drury","LAA",97,360,4,28,15,1,0.075,0.225,0.058461538,0.209876543,0.169230769,0.241666666,0.227692307,0.21661757826805114,0.25947213770619343,35.19815823042206,-1.952764943242073,-28.64564638506211,-3.179237484931946,-2.0537531055439144,"Brandon Drury",11615,592273
